Scheme Name	Asset Value
DSP US Specific Debt Passive FoF - Regular - IDCW	11.6354
DSP US Specific Equity Omni FoF - Direct Plan - Growth	78.0511
DSP US Specific Equity Omni FoF - Direct Plan - IDCW	65.3122
DSP US Specific Equity Omni FoF - Regular Plan - Growth Option	71.0856
DSP US Specific Equity Omni FoF - Regular Plan - IDCW	33.7994
DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - Growth	46.3351
DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - IDCW	27.7351
DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - Growth	43.2782
DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - IDCW	26.2157
DSP World Mining Overseas Equity Omni FoF - Direct Plan - Growth	23.8724
DSP World Mining Overseas Equity Omni FoF - Direct Plan - IDCW	22.6785
DSP World Mining Overseas Equity Omni FoF - Regular Plan - Growth	22.1573
DSP World Mining Overseas Equity Omni FoF - Regular Plan - IDCW	20.0447
Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option	35.326
Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option	31.605
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option	21.5601
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option	19.8119
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan	28.0342
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan	25.3704
Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option	58.894
Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option	52.315
Edelweiss US Technology Equity Fund of Fund- Direct Plan- Growth	34.5116
Edelweiss US Technology Equity Fund of Fund- Regular Plan- Growth	32.7158
Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option	38.2812
Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option	34.5718
Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth	91.5683
Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW	91.5683
Franklin U.S. Opportunities Equity Active Fund of Funds - Growth	80.8913
Franklin U.S. Opportunities Equity Active Fund of Funds - IDCW	80.8913
HDFC Developed World Overseas Equity Passive FOF - Direct Plan - Growth Option	17.616
HDFC Developed World Overseas Equity Passive FOF - Growth Option	17.284
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth	27.824
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth Direct	30.0461
HSBC Asia Pacific IDCW Yield Fund Direct Plan IDCW	21.2671
HSBC Asia Pacific IDCW Yield Fund IDCW	21.3649
HSBC Brazil Fund - Growth Direct	9.1849
HSBC Brazil Fund - IDCW	8.3889
HSBC Brazil Fund - IDCW Direct Plan	9.177
HSBC Brazil Fund-Growth	8.3889
HSBC Global Emerging Market Fund - Growth Direct	26.9861
HSBC Global Emerging Markets Fund - Growth	24.6622
HSBC Global Emerging Markets Fund - IDCW	18.7635
HSBC Global Emerging Markets Fund - IDCW Direct Plan	22.8498
HSBC Global Equity  Climate Change Fund of Fund Direct Plan IDCW	11.565
HSBC Global Equity Climate Change Fund of Fund - Direct - Growth	11.565
HSBC Global Equity Climate Change Fund of Fund - Regular - Growth	11.2443
HSBC Global Equity Climate Change Fund of Fund IDCW	11.2443
ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth	31.28
ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW	31.28
ICICI Prudential Global Stable Equity Fund (FOF) - Growth	29.01
ICICI Prudential Global Stable Equity Fund (FOF) - IDCW	29.01
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan Growth	21.6919
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan IDCW	21.6914
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Growth	20.9487
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - IDCW	20.9451
Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Direct Plan - Growth	20.4048
Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Regular Plan - Growth	20.2375
Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - Growth	13.9191
Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)	13.9194
Invesco India - Invesco Global Consumer Trends Fund of Fund - Growth	13.2723
Invesco India - Invesco Global Consumer Trends Fund of Fund - IDCW (Payout / Reinvestment)	13.2718
Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - Growth	35.0233
Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)	34.6074
Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - Growth	31.6629
Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment)	31.6167
Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - Growth Option	22.1699
Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)	22.1042
Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option	20.3479
Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment)	20.3473
Kotak Global Emerging Market overseas Equity Omni FOF - Growth - Direct	32.115
Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option	29.591
Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option - Direct	32.25
Kotak Global Emerging Market Overseas Equity Omni FOF- Growth	29.589
Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan -IDCW Option	11.972
Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth	11.9716
Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan - IDCW Option	12.5828
Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth	12.5846
Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Growth	11.8182
Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Payout of Income Distribution cum capital withdrawal option	11.8181
Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Growth	11.3243
Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Payout of Income Distribution cum capital withdrawal option	11.3245
Kotak US Equity Fund - Direct Plan - Dividend option	20.129
Kotak US Equity Fund - Direct Plan - Growth option	20.131
Kotak US Equity Fund - Standard Plan - Dividend option	19.213
Kotak US Equity Fund - Standard Plan - Growth option	19.216
Kotak US Specific Equity Passive FOF - Regular Plan - Growth	21.7242
Kotak US Specific Equity Passive FOF- Direct Plan - Growth	22.1195
Kotak World Gold Fund - Standard Plan - Dividend Option	9.28
Kotak World Gold Fund - Standard Plan - Growth Option	11.199
Kotak World Gold Fund- Direct Plan- Dividend Option	9.78
Kotak World Gold Fund- Direct Plan- Growth Option	11.759
Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - Growth	10.4507
Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - IDCW	10.4507
Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - Growth	10.0609
Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - IDCW	10.0609
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Direct Plan - Growth	12.726
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Regular Plan - Growth	12.558
Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth	25.703
Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Regular Plan - Growth	25.572
Motilal Oswal Developed Market Ex US ETFs Fund of Funds Direct Plan Growth	14.7254
Motilal Oswal Developed Market Ex US ETFs Fund of Funds Regular Plan Growth	14.5700
Navi NASDAQ 100 Fund of Fund- Direct- Growth	19.3593
Navi NASDAQ 100 Fund of Fund- Regular- Growth	19.2347
Navi US Total Stock Market Fund of Fund- Direct Plan- Growth	18.3378
Navi US Total Stock Market Fund of Fund- Regular Plan- Growth	18.3201
PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth	20.89
PGIM India Emerging Markets Equity Fund of Fund- Direct Plan - Dividend	9.15
PGIM India Emerging Markets Equity Fund of Fund- Dividend	11
PGIM India Emerging Markets Equity Fund of Fund- Growth	18.3
PGIM India Global Equity Opportunities Fund of Fund - Bonus	11.75
PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Dividend	29.18
PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth	54.2
PGIM India Global Equity Opportunities Fund of Fund- Dividend	22.17
PGIM India Global Equity Opportunities Fund of Fund- Growth	47.81
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option	11.76
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - IDCW Option	9.01
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option	11.39
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - IDCW Option	8.93
SBI US Specific Equity Active FoF - Direct Plan - Growth	20.3754
SBI US Specific Equity Active FoF- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.3755
SBI US Specific Equity Active FoF- Regular Plan - Growth	19.7042
SBI US Specific Equity Active FoF- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.7036
Sundaram Global Brand Theme-Equity Active FOF - Direct Growth	41.2737
Sundaram Global Brand Theme-Equity Active FOF - Direct IDCW	36.7064
Sundaram Global Brand Theme-Equity Active FOF - Regular Growth	37.6293
Sundaram Global Brand Theme-Equity Active FOF - Regular IDCW	32.2450
360 ONE Gold ETF	111.3131
Aditya Birla Sun Life Gold ETF	99.8585
ANGEL ONE GOLD ETF	10.6356
Axis Gold ETF	94.8407
Baroda BNP Paribas Gold ETF	110.2455
Baroda BNP Paribas Gold ETF Fund of Funds Direct Growth	11.5061
Baroda BNP Paribas Gold ETF Fund of Funds Regular Growth	11.5015
DSP Gold ETF	110.385
Edelweiss Gold ETF	113.7605
Groww Gold ETF	111.3774
HDFC Gold ETF - Growth Option	97.1376
ICICI Prudential Gold ETF	97.2820
Invesco India Gold Exchange Traded Fund	9923.3995
KOTAK GOLD ETF	94.842
LIC MF Gold Exchange Traded Fund	10248.0527
Mirae Asset Gold ETF	110.5267
Motilal Oswal Gold ETF	112.7867
Nippon India ETF Gold BeES	94.1682
Quantum Gold Fund	94.3421
SBI Gold ETF	97.0230
Tata Gold Exchange Traded Fund	11.0586
Union Gold ETF	111.5103
UTI GOLD Exchange Traded Fund	95.549
Zerodha Gold ETF	17.877
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund- Regular Growth	10.3163
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Direct Growth	10.3259
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Direct IDCW Payout	10.3269
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Regular IDCW Payout	10.3163
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct Growth	10.4442
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct IDCW Payout	10.4442
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular Growth	10.4335
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular IDCW Payout	10.4335
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct Growth	9.3775
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct IDCW Payout	9.3774
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth	9.329
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout	9.3291
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth	12.7025
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL APR 2028 Index Fund-Direct IDCW	12.7011
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth	12.6448
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW	12.6459
Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund-Direct Growth	12.1972
Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund-Direct IDCW Payout	12.1967
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth	12.1156
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular IDCW Payout	12.1167
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct Growth	12.4403
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct IDCW	12.4423
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth	12.3628
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular IDCW	12.3594
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Direct IDCW	10.5804
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth	12.7739
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW	10.4972
Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth	12.8349
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth	12.1053
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW	12.109
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth	12.0234
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW	12.0228
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct Growth	11.6765
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct IDCW Payout	11.6761
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular Growth	11.625
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular IDCW payout	11.6251
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth	11.1235
Aditya Birla Sun Life Crisil Ibx Gilt June 2027 Index Fund-Direct IDCW Payout	11.1241
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular Growth	11.0822
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular IDCW Payout	11.0822
Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW	12.3863
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth	12.3854
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth	12.3264
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW	12.327
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth	12.4184
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout	12.4205
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth	12.3007
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout	12.3008
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth	10.7748
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct IDCW Payout	10.7748
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth	10.7472
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout	10.7472
Aditya Birla Sun Life Crisil-IBX AAA NBFC--HFC Index-Dec 2025 Fund-Direct IDCW Payout	10.7389
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Direct Growth	10.7388
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular Growth	10.7087
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular IDCW Payout	10.7087
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Direct Growth	10.8133
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund-Direct IDCW Payout	10.8133
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth	10.7824
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout	10.7824
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout	10.57
Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth	10.5878
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout	10.5879
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth	10.57
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth	10.4239
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct IDCW Payout	10.4247
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth	10.4132
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth	18.5856
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW	18.5858
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth	18.0871
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW	18.0869
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan	259.4885
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan	253.7967
Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW	26.8269
Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW	25.9357
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth	11.5653
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout	11.5658
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout	11.4719
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth	11.4742
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW	24.3004
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW	23.6301
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth	24.3008
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth	23.6338
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth	17.0396
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW	17.0291
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth	16.6544
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW	16.6686
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth	12.6147
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout	12.6145
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth	12.4747
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout	12.4747
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth	12.6041
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW	12.6043
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth	12.5257
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW	12.5265
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth	12.2844
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW	12.2841
Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth	12.2251
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW	12.2253
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth	12.2879
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW	12.287
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth	12.2123
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW	12.2122
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW	21.2726
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth	21.2764
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW	20.6987
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth	20.6966
ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH	10.2437
ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH	10.226
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION	11.7289
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION	11.6786
Axis BSE Sensex Index Fund - Direct Plan - Growth	11.3851
Axis BSE Sensex Index Fund - Direct Plan - IDCW	11.3851
Axis BSE Sensex Index Fund - Regular Plan - Growth	11.2851
Axis BSE Sensex Index Fund - Regular Plan - IDCW	11.2851
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth	12.3067
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW	12.3101
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth	12.2435
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW	12.2435
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW	12.2778
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH	12.2781
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH	12.2157
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW	12.2155
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - Growth Option	11.2052
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - IDCW Option	11.2051
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - Growth Option	11.1836
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - IDCW Option	11.1834
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth	12.5080
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW	12.5076
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth	12.4443
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW	12.4444
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option	10.7553
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option	10.7553
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option	10.7463
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option	10.7463
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option	10.8971
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option	10.8971
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option	10.8614
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option	10.8614
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option	10.6898
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option	10.6951
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option	10.6774
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option	10.6774
Axis Nifty 100 Index Fund - Direct Plan - Growth Option	22.9095
Axis Nifty 100 Index Fund - Direct Plan - IDCW	22.9421
Axis Nifty 100 Index Fund - Regular Plan - Growth Option	21.8835
Axis Nifty 100 Index Fund - Regular Plan - IDCW	21.8848
Axis Nifty 50 Index Fund - Direct Plan - Growth	15.1047
Axis Nifty 50 Index Fund - Direct Plan - IDCW	15.1046
Axis Nifty 50 Index Fund - Regular Plan - Growth Option	14.9410
Axis Nifty 50 Index Fund - Regular Plan - IDCW	14.9410
Axis Nifty 500 Index Fund - Direct Plan - Growth Option	10.1338
Axis Nifty 500 Index Fund - Regular Plan - Growth Option	10.0246
Axis Nifty Bank Index Fund - Direct Plan - Growth Option	11.3608
Axis Nifty Bank Index Fund - Direct Plan - IDCW Option	11.3608
Axis Nifty Bank Index Fund - Regular Plan - Growth Option	11.2308
Axis Nifty Bank Index Fund - Regular Plan - IDCW Option	11.2308
Axis Nifty IT Index Fund - Direct Plan - Growth	12.0905
Axis Nifty IT Index Fund - Direct Plan - IDCW	12.0905
Axis Nifty IT Index Fund - Regular Plan - Growth	11.9117
Axis Nifty IT Index Fund - Regular Plan - IDCW	11.9117
Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option	19.8169
Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option	19.8162
Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option	19.3123
Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option	19.3123
Axis Nifty Next 50 Index Fund - Direct Plan - Growth	16.9832
Axis Nifty Next 50 Index Fund - Direct Plan - IDCW	16.9830
Axis Nifty Next 50 Index Fund - Regular Plan - Growth	16.5847
Axis Nifty Next 50 Index Fund - Regular Plan - IDCW	16.5847
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth	12.3541
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW	12.3542
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW	12.3096
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth	12.3096
Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option	18.4768
Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	18.4768
Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option	18.0036
Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	18.0037
Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option	10.7165
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option	10.6581
Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option	9.9107
Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option	9.9070
Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option	10.2418
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option	10.1594
Bajaj Finserv Nifty 50 Index Fund - Direct - Growth	10.1828
Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW	10.1828
Bajaj Finserv Nifty 50 Index Fund - Regular - Growth	10.1587
